Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2008-02-20,149.58978271484375,151.0331863731666,147.42047325907905,148.54311825914263,3060624
2008-02-21,154.40951538085938,157.16968783953368,148.897599005874,151.5986892372731,3562052
2008-02-22,152.02926635742188,155.46472377765204,149.4041447449885,155.31278323772818,2401516
2008-02-25,152.06301879882812,156.83213373756462,150.29042740566942,156.66331550964475,3255460
2008-02-26,151.66627502441406,155.98801682352783,151.0922890227894,155.98801682352783,4999584
2008-02-27,148.1464385986328,154.44335664110045,147.55557478197517,153.2869558643237,2364056
2008-02-28,148.7119903564453,150.24823220463912,147.2095039128599,149.40414101247822,5579004
2008-02-29,148.12110900878906,150.53520747216805,145.77453165049104,148.5600322552775,3416480
2008-03-03,143.2591094970703,146.65236124116583,141.8072772090865,146.19655007508203,3141328
2008-03-04,144.98109436035156,146.87186060360418,143.00591900180956,144.84604183665792,3010532
2008-03-05,147.76654052734375,149.03267678852373,142.65135209294525,142.65135209294525,2209348
2008-03-07,142.84555053710938,146.21346600849202,142.18715531349557,145.62260219893759,1996828
2008-03-10,140.73529052734375,144.1707366287509,140.11910000218177,142.84551793701516,2494168
2008-03-11,139.02178955078125,141.8072898878643,138.43092584291514,141.8072898878643,4043520
2008-03-12,139.03013610839844,143.49537665447298,136.78485756974908,141.6383776624739,1884412
2008-03-13,131.62754821777344,137.5868284185695,128.4706459221244,137.5868284185695,3408600
2008-03-14,135.70445251464844,137.2322648661464,126.61360014572206,131.67814415155095,2216056
2008-03-17,133.67869567871094,134.6662883910828,129.77899914307207,130.8341129572434,1958904
2008-03-18,138.04263305664062,139.9165108038251,129.99000350595725,133.36636723338472,3596080
2008-03-19,136.9875030517578,141.8072596369843,135.99147174943698,139.78144164217025,4361924
2008-03-24,139.05552673339844,141.3852153858534,136.98750417999344,136.98750417999344,3301984
2008-03-25,147.96914672851562,151.91104742855308,140.96319169231094,141.8072826605284,2928896
2008-03-26,148.28146362304688,158.68910989914033,143.75713786967023,158.68910989914033,2171768
2008-03-27,143.91749572753906,147.88472288249176,141.99296439040748,147.20945017526577,6151152
2008-03-28,147.04905700683594,147.6652474157237,143.83307310211703,144.00189126303502,3633696
2008-03-31,136.81869506835938,147.04907258203679,134.548088502745,147.04907258203679,4051860
2008-04-01,140.5158233642578,143.98504558562803,136.7427407502789,138.43092273485024,2086728
2008-04-02,143.70651245117188,146.70303591197458,143.36887600488424,143.49548967224212,1428844
2008-04-03,149.4716339111328,150.5858298761222,143.4954656891299,143.4954656891299,3287172
2008-04-04,147.36135864257812,150.2312670248186,145.19203935957967,149.57287215676797,2020844
2008-04-07,152.62850952148438,155.3296003502515,148.25612492472388,151.0922682341606,3659528
2008-04-08,149.80081176757812,153.11809321172936,147.7159113123078,152.78045684301551,4055352
2008-04-09,147.92694091796875,150.5858274451676,146.70300902449625,148.56000913873038,1482600
2008-04-10,151.8604278564453,155.25368026334993,148.05357905330132,148.56003371368888,2925932
2008-04-11,153.28688049316406,156.1567890486528,150.79681277590174,152.45122858829743,2189264
2008-04-15,164.45425415039062,166.2859275044087,148.62754785238218,155.65038087214705,5703772
2008-04-16,164.0744171142578,169.1558409493827,162.40311276777064,166.28593147219757,6438768
2008-04-17,168.97015380859375,170.50639542804066,165.36587877243596,168.76756989187044,3999556
2008-04-21,167.70399475097656,174.72682736205866,166.5560228112226,170.3375544041712,3399296
2008-04-22,149.77552795410156,166.2775090813257,148.89767114283032,166.2775090813257,13785196
2008-04-23,150.10472106933594,152.89866048692923,148.56846911946937,149.74175778293466,6326156
2008-04-24,150.3748016357422,152.76358312819863,145.8589150864791,152.61164263677907,15290096
2008-04-25,150.13003540039062,153.96221091260293,149.404119142164,153.96221091260293,6828568
2008-04-28,148.84701538085938,151.2611136835668,121.54910921000905,136.57392965402406,6598136
2008-04-29,153.7174072265625,157.00092321917336,146.89715824967104,148.9060886117814,16209848
2008-04-30,155.48158264160156,157.9716514189779,153.03371841977395,154.65436923130738,9487980
2008-05-02,159.32217407226562,162.40310618015315,155.98801466783942,156.15683286553187,5298780
2008-05-05,156.57044982910156,160.29288927277116,155.50689717431678,159.5332073330898,3613764
2008-05-06,158.1910400390625,160.37723706828805,147.31070857929294,153.62451129699173,3982796
2008-05-07,163.2050018310547,165.4249653775512,160.3772968601003,160.3772968601003,12585540
2008-05-08,159.87075805664062,162.90948418654511,154.97503262512788,162.8926064962484,10845832
2008-05-09,154.8062744140625,161.8966381276837,153.62454712845897,161.8966381276837,4492296
2008-05-12,156.4775848388672,157.81968120977655,153.6751966952834,154.80628063198944,3898508
2008-05-13,152.78892517089844,158.92547353857842,150.0793948499559,157.00094174404836,4462876
2008-05-14,163.9478302001953,165.264610349603,150.44237163427601,152.78050002696193,9373188
2008-05-15,166.2437286376953,169.155842696086,162.08235573126834,164.26011471386397,7177896
2008-05-16,165.6190948486328,167.80529262315423,163.50042847638318,167.80529262315423,3838648
2008-05-20,161.4070587158203,167.12999917266433,159.9130219356629,164.597726457927,4946904
2008-05-21,162.92645263671875,163.41602957413005,154.4686643185217,156.6633010793313,3140184
2008-05-22,162.25962829589844,166.37034762922733,160.54611932561662,161.47461948996036,5445200
2008-05-23,157.40611267089844,165.3912124273586,156.34254964032561,164.58088703098832,5401384
2008-05-26,161.29733276367188,162.5550302702899,154.63745347622503,155.31272619882864,5457272
2008-05-27,163.5679473876953,167.80527980860825,159.7020067393797,165.44182516341658,5682072
2008-05-28,170.4134979248047,171.392641216467,163.7704969807476,163.7704969807476,5469588
2008-05-29,167.91502380371094,173.6041888007588,166.11710588373614,170.3375608096441,8258940
2008-05-30,175.4274444580078,177.0902996804663,165.1042069470887,167.29884364474938,15485284
2008-06-02,166.09170532226562,178.50828644696793,162.90948784191568,171.35039394771442,7054764
2008-06-03,164.62295532226562,167.12989969617306,158.3766863437218,162.06535728113752,4900256
2008-06-04,161.5167694091797,167.09620735779023,159.7610564798502,167.09620735779023,3787856
2008-06-05,165.754150390625,168.27798461512262,162.74074955413283,162.7576272530878,5905256
2008-06-06,163.11216735839844,168.59032069624087,161.69409017900423,167.13003896155334,4137784
2008-06-09,154.31674194335938,162.89271638280167,150.24822666859146,152.31625001318724,6140140
2008-06-10,148.3911895751953,155.14391720091524,146.36537128747932,153.62455348512825,6155372
2008-06-11,150.30726623535156,153.6245476776203,148.56000214978667,150.24818399239788,4113368
2008-06-12,149.9527587890625,152.3415403233392,144.6771902980316,150.92346339141218,2464004
