Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2010-07-09,276.418212890625,279.8268132098849,275.0975972978556,278.3991253873855,1836666
2010-07-12,282.5750732421875,283.39598925713426,278.32769390842515,278.32769390842515,2725776
2010-07-13,276.48944091796875,282.68202453445383,274.6691269315412,282.68202453445383,5545886
2010-07-14,276.48944091796875,280.07650012991695,274.9189765122008,277.68512006035996,2833842
2010-07-15,279.14862060546875,280.14801939385694,273.1344950602961,275.18679606858973,3795536
2010-07-16,297.5480041503906,299.27906696273584,283.75296152101964,283.75296152101964,19135452
2010-07-19,295.0674133300781,297.922789248531,293.83602810828745,296.7627927816595,3027924
2010-07-20,295.2636413574219,297.8691668667802,294.46056708355763,295.0673386696563,2342062
2010-07-21,300.8851623535156,301.5276174179542,296.102400169214,296.95902144498814,2943720
2010-07-22,301.13507080078125,301.9559869757909,297.13754037511336,300.8852210645292,1362882
2010-07-23,299.56451416015625,303.38358243720444,298.0654379840984,303.38358243720444,1894472
2010-07-26,303.115966796875,303.9547246675615,299.9572162453764,300.6710601471647,2766490
2010-07-27,303.0802001953125,306.88140485897475,302.0272763719839,305.16818432149455,2106602
2010-07-28,304.97186279296875,306.2210892012151,302.31279079560284,303.7404781193129,4359228
2010-07-29,304.0954284667969,305.88422510483684,303.7376691391889,305.88422510483684,5331904
2010-07-30,300.44635009765625,304.09550047048236,298.72910928570917,303.73774105816415,1283426
2010-08-02,299.90972900390625,303.5409959915378,299.4446461071212,301.5912027100396,2827762
2010-08-03,297.6736145019531,302.12772205394145,296.42145698011916,300.87556453210743,1281552
2010-08-04,310.8213806152344,311.96621512967965,299.03320332543586,299.08687597294977,5583934
2010-08-05,314.0589904785156,315.68681275035095,309.69434451908637,311.96610732314826,2912950
2010-08-06,309.3545227050781,316.0803943003738,307.90560166544793,314.82823654140236,2437734
2010-08-09,314.77447509765625,316.15186134547025,302.7001001140449,308.0843944273024,4259986
2010-08-10,309.2828674316406,316.61693195720295,308.17382250603407,316.61693195720295,1545194
2010-08-11,307.0111389160156,312.3238555597361,305.8126322106705,308.38850342782644,4020248
2010-08-12,305.32958984375,306.5638634357144,302.73583567572007,306.5638634357144,2278092
2010-08-13,305.66949462890625,308.7104480817429,299.8022345267239,306.59965989188834,2589906
2010-08-16,305.5621643066406,308.5852343127329,303.6660446636125,306.59967485790264,1319098
2010-08-17,304.16693115234375,308.0307268431278,301.948819344483,304.13114212434556,1733196
2010-08-18,311.6440124511719,313.3254849615843,304.0953024999401,305.16858003817515,2888916
2010-08-19,311.98394775390625,315.1501301992536,310.2845913264363,312.681582654467,2148534
2010-08-20,310.8749694824219,314.7924384540225,308.74629713384473,310.8928530814729,1746396
2010-08-23,311.3936462402344,313.20032600610386,306.61754736123726,307.6729414695027,1049830
2010-08-24,311.5010681152344,315.5079771728678,309.4618354680917,311.2506322049015,2650474
2010-08-25,311.6798095703125,315.3647248468359,309.92678081128406,311.966012554102,2379968
2010-08-26,313.5760498046875,314.470448121301,307.76246074669984,312.681651488074,4204428
2010-08-27,306.2598876953125,312.323913054793,304.453207342072,312.0019209049135,1276514
2010-08-30,302.5390625,308.6746194003367,300.55348156129713,308.6746194003367,1558570
2010-08-31,301.8594055175781,303.27255910169856,297.01177143170435,300.5178081597222,2447874
2010-09-01,307.1005859375,308.03075136522074,300.5178062099714,301.2333247961857,2745484
2010-09-02,301.9847106933594,310.35628966182577,301.05454495726383,310.35628966182577,2758800
2010-09-03,299.5517883300781,304.6319735837974,298.7647136847036,304.09533475775424,2777970
2010-09-06,306.009521484375,306.77871299768077,299.8024040723691,299.8024040723691,2287978
2010-09-07,311.7335205078125,313.0035833415457,306.2419246356768,306.9574431511807,2484236
2010-09-08,314.4883728027344,315.8657594917879,307.27953453066175,309.10409860054136,4189478
2010-09-09,312.9320373535156,315.722555288033,311.73353069932847,315.5436756533089,2938158
2010-09-13,314.73883056640625,318.0481049997558,311.5011123798769,311.73364288716635,2349410
2010-09-14,320.3197326660156,321.6255626502872,314.9354603725857,315.9014147054545,3071038
2010-09-15,327.2781677246094,328.9238734273934,321.62557576576006,321.98333502690105,5560394
2010-09-16,320.3376770019531,326.7952278193065,309.2829062065404,324.8454353216179,2334264
2010-09-17,326.9205017089844,328.6914149239174,322.0191940662045,322.0191940662045,3007978
2010-09-20,326.3659362792969,329.81832241578746,324.38037644110454,328.0652930316418,2419108
2010-09-21,341.2845153808594,342.7334362923691,325.66831197618563,326.27650720108625,4997184
2010-09-22,334.59442138671875,343.4489650160385,332.7161848592873,342.017927661805,4031066
2010-09-23,333.19915771484375,338.18990495201456,331.9291164054305,336.29378478794285,3327236
2010-09-24,333.4137878417969,335.5424600684898,330.927356310984,333.82519793999785,2738784
2010-09-27,331.8575439453125,336.81252374005163,329.8541004427089,334.5049717070855,3423290
2010-09-28,329.013427734375,332.82355208985683,327.027845675376,331.0168715595758,2521714
2010-09-29,329.2637023925781,335.30984218364677,327.31393203530956,330.92729156561563,3370194
2010-09-30,331.6250305175781,332.71619215693477,327.40347459717503,330.92739542490824,7560924
2010-10-01,344.0213623046875,345.59551208789367,329.8541015994182,331.64289824583585,3326156
2010-10-04,341.9462890625,348.81527107547225,340.94456752300005,345.8637572432952,2140956
2010-10-05,339.9607849121094,345.57761045594737,338.49398047294517,339.8713450844556,2211664
2010-10-06,343.3237609863281,346.2752755552634,339.87137460466914,339.87137460466914,1838960
2010-10-07,339.4420166015625,345.5954808766908,335.72133301457177,343.448925094848,1972940
2010-10-08,337.22393798828125,341.5528390118901,310.89285985781254,337.74269338744426,2695996
2010-10-11,336.61572265625,341.28447699528937,332.37626199389473,337.22389597685054,3065370
2010-10-12,340.1217956542969,341.9463594828544,335.9717743704402,337.24183744667727,2608902
2010-10-13,355.20123291015625,356.93637822901997,339.5492670321813,341.99993079118104,5350604
2010-10-14,352.76861572265625,359.19040065939384,351.4449017116122,356.6503179149867,2949086
2010-10-15,339.97857666015625,361.69456531477937,338.08245719333974,357.4014547472449,5717798
2010-10-18,351.05133056640625,352.0351686902866,332.7161655304538,347.0265382414411,4480734
2010-10-19,346.22161865234375,353.25159877034406,344.9157882614811,351.3196895030757,2200912
2010-10-20,344.6115417480469,350.7828878110148,342.08934381122896,345.058740738117,2206638
2010-10-21,352.8221740722656,355.559019212714,347.02646989853446,348.4753904829944,3752354
2010-10-22,372.14129638671875,375.4327089457592,365.6300930208214,365.6300930208214,9610404
2010-10-25,381.71136474609375,383.8579210920227,371.06802286419605,373.14304480064766,5156316
2010-10-26,380.15496826171875,381.99743712362084,372.62416229297673,380.4769603193358,3507024
2010-10-27,375.0032653808594,381.6576230248361,373.33971964165295,379.2248424160932,2141382
2010-10-28,376.684814453125,381.9259974716323,372.06971027402113,375.6473036420405,5255690
2010-10-29,376.684814453125,379.22489701006,368.84987624280365,379.22489701006,2212398
2010-11-01,377.5809020996094,382.240624535087,376.039591792066,377.0970165976755,1147948
2010-11-02,376.1650390625,379.94660056060803,374.10400797455327,378.1543996145674,1565778
2010-11-03,377.3658142089844,386.7569288059256,375.7886687696388,376.68476916075537,2217878
2010-11-04,383.2262878417969,386.6135296929755,380.4842119954189,380.6634320670135,1717440
2010-11-08,382.867919921875,387.97569292584,380.69933914454396,387.11542766892734,2248586
2010-11-09,391.0940246582031,393.8181609479251,382.9932863144644,384.9288718048903,3504086
2010-11-10,391.5242004394531,397.15169339443514,389.30184521625426,391.5062609296677,1540224
2010-11-11,381.649169921875,390.69978418862996,379.3193088235024,390.69978418862996,1926096
2010-11-12,378.4769592285156,383.4951212767072,375.7169438490698,379.94655507736303,1802330
2010-11-15,382.0971984863281,387.0615857944808,377.437476553568,381.73875833765425,1389396
2010-11-16,375.9679260253906,382.2406293834821,373.56635048677754,382.09724455574445,2178076
2010-11-18,373.78143310546875,384.24786874468697,372.7777831105172,384.24786874468697,2765160
2010-11-19,363.96014404296875,376.00372456302523,360.59079781735306,374.53412867081363,2172652
2010-11-22,372.4552001953125,373.85312571550816,362.5622595026237,364.1752403901786,2221236
2010-11-23,369.21142578125,374.5700904343003,362.8849461248452,370.62724737709715,1684448
2010-11-24,360.1427917480469,370.8063877216765,358.0638429589308,367.40120581413095,3008608
2010-11-25,366.2542419433594,373.4589040725823,360.9851659091412,362.0425690188668,5855006
2010-11-26,375.3764343261719,377.79590525641936,367.4011412598006,367.4011412598006,3617826
2010-11-29,383.9970397949219,386.5777919751279,376.4518553749449,378.1544464847102,4518892
2010-11-30,385.6816711425781,389.2840128034478,377.473381472298,380.1258478129221,4808408
2010-12-01,387.7964172363281,391.8467647849252,381.38032963158327,381.38032963158327,3776032
2010-12-02,392.7786560058594,393.9973172703459,385.3410243678269,391.058126124984,4095716
2010-12-03,393.3342590332031,398.94385569216325,391.11194777928495,391.7929927619043,2030112
2010-12-06,394.89349365234375,397.86856438347786,392.5995117084678,394.28416290254563,1930954
2010-12-07,389.8036804199219,394.2841824937141,387.86809477306304,394.2841824937141,2158324
2010-12-08,386.8106689453125,391.7571164084297,383.97898321195305,391.0402361597259,1984132
2010-12-09,384.46270751953125,393.31620113389994,382.8497276358679,388.4413824815915,2579902
2010-12-10,385.2873229980469,388.495344813708,378.8712356118239,382.45563708402665,2245624
2010-12-13,385.717529296875,387.36634563186993,375.7887522593678,383.88949284383904,2115066
2010-12-14,387.4558410644531,390.55635694027626,381.4340731327254,384.6779300566455,2615340
2010-12-15,395.5926513671875,397.2952428159502,387.6531898603942,388.94356620741985,2572034
2010-12-16,408.8725891113281,410.05545889856984,395.771630204524,397.51005587282685,4515704
2010-12-20,418.19219970703125,421.88415158565857,399.6070824939384,406.75799135022726,4514046
2010-12-21,416.0774230957031,420.1815460951593,413.64001210817986,419.01661538514924,2810642
2010-12-22,412.1165771484375,419.0165502818208,407.8152951951596,418.29966995627444,3186836
2010-12-23,408.621826171875,415.6293495524871,405.7901398535622,412.2062281558388,2850924
2010-12-24,409.0160217285156,411.77603696988007,403.5139745090631,406.4711055680902,1624640
2010-12-27,409.05194091796875,415.5934746028301,407.97662031223814,410.4140311871906,1664936
2010-12-28,410.8977966308594,412.52871657490505,408.6396502716746,409.0518213794953,1012876
2010-12-29,414.6973876953125,416.50752827627366,411.14886458397706,411.8478054986561,1042370
2010-12-30,419.44671630859375,421.09557627879,413.1023420925202,413.1023420925202,3845552
2010-12-31,417.8159484863281,422.95955809008376,416.43596206896734,420.27125581408745,1532980
2011-01-03,415.09173583984375,421.8662213458973,413.83719500466174,418.2997584735588,1405042
2011-01-04,410.32440185546875,417.995030566884,407.94076587379203,417.1885401504832,2502868
2011-01-05,415.4141845703125,417.90536980716234,409.24903163727265,410.5035721327668,3069674
2011-01-06,419.9843444824219,423.6762958654449,413.3173658365355,418.65813330866297,2846720
2011-01-07,409.5716247558594,425.41466105639023,407.95864416510807,421.525594383003,2532724
2011-01-10,405.3598937988281,411.8476504730562,401.8113282683168,411.30999035494517,3952426
2011-01-11,393.74658203125,407.02680969639806,389.9112891756951,402.528367429307,3768730
2011-01-12,407.170166015625,412.779764424647,397.15177898454084,397.83282417963017,3160874
2011-01-13,402.9764709472656,414.3390099309817,400.09100929041796,404.661122703429,5589198
2011-01-14,401.50677490234375,412.2062054850397,401.4530001245604,405.0015666444995,3151692
2011-01-17,407.68988037109375,410.96961685666616,401.4530123215457,401.8831230470707,3000212
2011-01-18,431.0423278808594,433.318414652646,417.3498844673169,420.80884153242874,8481370
2011-01-19,427.6191711425781,433.3542145107938,424.75164945847035,431.3648538404806,2952040
2011-01-20,434.5010070800781,436.8488068877688,422.9592550790295,422.9592550790295,4545208
2011-01-21,434.3040466308594,437.2970133400337,431.56197054213163,433.7126115913449,2597404
2011-01-24,433.426025390625,437.2971984195871,429.50112131661496,430.1283918881185,2016678
2011-01-25,426.0241394042969,437.04617612845385,422.95945803268944,435.4331951444309,2467094
2011-01-27,430.6377868652344,434.4256783260455,424.2467801306951,426.38312023453443,4714118
2011-01-28,424.156982421875,432.14571823592183,418.37637785699144,429.057945967908,3014578
2011-01-31,416.3119812011719,419.7229029962656,405.19957456862096,419.7229029962656,5940816
2011-02-01,412.9547424316406,418.28654064320966,406.797124934555,418.28654064320966,4212708
2011-02-02,424.5520324707031,430.4583391370793,417.33524880965757,420.0819472303577,3937618
2011-02-03,425.0008239746094,429.3093566248357,420.3153210146846,425.3598683621283,1883412
2011-02-04,412.4701843261719,424.7853797569181,409.40033747185464,422.2361735294024,3457600
2011-02-07,406.13299560546875,421.33851395167113,404.4634307341777,421.33851395167113,2578382
2011-02-08,403.9607849121094,412.8651022242226,401.59110099428017,406.4381996651991,5288638
2011-02-09,394.33837890625,405.5764393895667,389.0962969744667,403.0272335820827,6012732
2011-02-10,391.6276550292969,400.15495900082635,384.8955729465104,394.9488155234715,4551822
2011-02-11,391.2148132324219,396.4568532930221,379.1150331305023,389.2400688115428,2945056
2011-02-14,399.36505126953125,402.1296752554499,390.28121160953043,391.71738902115703,2462548
2011-02-15,394.1230163574219,401.77067953144217,386.5292624372502,401.77067953144217,3625426
2011-02-16,393.6921691894531,398.43153755247215,388.1269812072949,396.74404646999153,2464592
2011-02-17,398.251953125,400.1369358566502,392.22003468091145,396.7439844711413,1477760
2011-02-18,391.2505798339844,406.5817986681168,388.52185175473244,398.62895817654925,4076928
2011-02-21,408.80792236328125,412.1829483015169,379.94074544124095,391.3583742584089,5657800
2011-02-22,408.86175537109375,412.0751847863459,402.1296737788145,403.0811500762545,3305400
2011-02-23,404.1224670410156,411.08789377052767,403.2427819092039,405.05597377323903,1879344
2011-02-24,399.185546875,408.8617750854042,391.82513731254045,401.77064879962,5378830
2011-02-25,398.55743408203125,401.05277625960434,390.7302450890908,396.85197241038117,3070474
2011-02-28,398.62890625,412.27258869764694,394.9487024318847,395.3795380303517,3229396
2011-03-01,403.74542236328125,406.43825532702033,394.0871193676047,399.6164118188813,3167804
2011-03-03,412.9727478027344,414.6961780220788,397.4620511432392,402.09373150765754,3452600
2011-03-04,407.71282958984375,417.6942362328315,406.6177267897643,417.6942362328315,2061198
2011-03-07,397.91094970703125,403.92494330738566,392.95611953766274,403.56589891333465,4184588
2011-03-08,401.30377197265625,405.28919852121027,396.79779258112967,396.79779258112967,3947902
2011-03-09,404.5352478027344,408.592466450977,401.59110169193127,403.0452488271953,2424486
2011-03-10,398.018798828125,402.84792983162436,394.948950815318,402.84792983162436,1871324
2011-03-11,386.7086181640625,395.810380928009,381.77175983928805,394.9486659819562,5012882
2011-03-14,394.0690612792969,395.66679077045933,380.0124691572486,384.536418253323,3248618
2011-03-15,391.2866516113281,393.3152176518547,382.61571954496276,385.97277632212405,3411868
2011-03-16,400.2804870605469,403.36825895060645,391.77115557547114,392.07633443269793,2677874
2011-03-17,394.230712890625,401.7347488871526,392.3098343030188,396.744023446394,2056102
2011-03-18,388.7552490234375,398.18016270329457,386.36759545880966,392.61497557804563,2211348
2011-03-21,384.4647216796875,391.89692246711525,382.9208133863293,391.89692246711525,2619090
2011-03-22,383.9979248046875,387.76789040585555,381.664136575393,386.00856435957945,2657774
2011-03-23,382.14874267578125,384.5363957287146,379.59953724013394,384.5363957287146,4352248
2011-03-24,392.5790710449219,393.35102510414083,384.1774251314567,384.5364694540094,3094834
2011-03-25,402.0039978027344,405.1815313966494,396.2951841196737,400.9986561348876,4146434
2011-03-28,402.0938720703125,404.53534793444055,397.82123452225534,403.512080059029,2248642
2011-03-29,408.84393310546875,413.58334655328895,401.8246397970233,402.12981884023014,3159588
2011-03-30,413.60107421875,417.92757567363594,411.0698381375049,412.18286672966843,2294770
2011-03-31,425.07275390625,430.1352721330671,413.61922662545345,413.61922662545345,7394126
2011-04-01,423.72625732421875,430.4044743968864,420.9975286506049,425.46761389806915,1799624
2011-04-04,435.59246826171875,436.5978096970841,425.10839365242396,425.4674379038196,2311616
2011-04-05,445.1611022949219,446.6331752772645,432.1996107910316,436.2568292379145,2891014
2011-04-06,438.69842529296875,447.7104316640146,435.93380073068204,444.8560459947879,2422352
2011-04-07,430.5659484863281,438.03408817687085,429.1118452285072,438.03408817687085,2149016
2011-04-08,429.4170227050781,435.87982070565624,425.3777739547168,429.74017137083786,1983768
2011-04-11,423.097900390625,429.05802825165256,421.9848715935283,423.7262280470605,2256232
2011-04-13,434.4795227050781,438.53674105103386,421.62576235103825,421.8770758434841,3757530
2011-04-15,427.7655029296875,437.9982682340964,423.6723880421916,436.9211350441586,7566770
2011-04-18,410.96197509765625,435.341084601042,409.32835031447985,430.1349437955038,7765454
2011-04-19,418.1788635253906,419.866397971431,409.3104871682055,410.96208212262826,3120224
2011-04-20,437.56744384765625,439.4703969213479,423.5108890090616,423.6006501195439,5338548
2011-04-21,428.01678466796875,447.2974936322133,420.38709180624056,445.57406312492424,17333968
2011-04-25,430.0812072753906,432.28933849272386,421.0333084197936,429.776028385208,4191552
2011-04-26,426.90362548828125,431.5712008720892,423.7978838710185,430.85311235150334,3155246
2011-04-27,423.88775634765625,429.04003407131773,422.2541308311403,429.04003407131773,1774478
2011-04-28,416.0067443847656,424.9289877056292,414.91164158714173,423.7261979003305,2846194
2011-04-29,418.5201721191406,420.8000956120559,412.99087882062054,420.8000956120559,1866696
2011-05-02,415.934814453125,422.7746252853787,413.7985185914216,420.0817932771916,1543070
2011-05-03,408.75396728515625,417.209478112265,406.0791047719206,417.209478112265,2120156
2011-05-04,408.2514343261719,411.46486403125203,400.3883535514656,411.46486403125203,2722934
2011-05-05,400.3345031738281,411.10583509778763,397.85708806558506,411.10583509778763,1885596
2011-05-06,412.52410888671875,414.1577786878262,402.0400283361017,402.12978944981825,2405348
2011-05-09,407.71282958984375,413.6011218729252,403.74537198683436,412.9010029211734,1012232
2011-05-10,409.2745666503906,416.4733778701674,405.00193112895704,406.7971524548833,1529158
2011-05-11,409.4003601074219,413.5114007853241,404.3198732925602,408.95155462605,1460670
2011-05-12,399.16766357421875,407.1205068334706,397.9469036898413,407.1205068334706,2540458
2011-05-13,404.678955078125,410.13645653318594,399.2573931278236,399.2573931278236,2365488
2011-05-16,406.114990234375,411.96742973003023,402.12960735577525,402.48865164805716,2227368
2011-05-17,409.9208984375,412.61373094145654,402.86571234005703,402.86571234005703,1391414
2011-05-18,414.7142028808594,417.0300214564947,410.1184175709695,410.1184175709695,2225180
2011-05-19,418.2328186035156,420.08190584368737,415.0552847481219,418.28668402384255,2050922
2011-05-20,421.87713623046875,424.89311771478424,417.6583648681641,421.4283307663938,2050600
2011-05-23,418.8431701660156,420.26137770240985,412.9009691224018,417.92758961606586,2017284
2011-05-24,412.8651428222656,421.0872679197609,409.00541572329377,417.4429586838369,1681994
2011-05-25,405.2173767089844,412.8650376133053,402.12960458238507,412.57778465000126,1867470
2011-05-26,407.7845458984375,410.38761695964257,402.12959842064714,408.951439822426,2060218
2011-05-27,410.9440612792969,412.86493900524806,407.981946595867,412.3802380955053,1286704
2011-05-30,413.60107421875,416.4734286907338,410.1363316998404,413.25999965666233,1140868
2011-05-31,415.4682922363281,422.84662935382784,412.9370113436133,414.6963379065261,2644154
2011-06-01,422.0206298828125,422.59509193024275,415.4142067657526,415.4142067657526,982386
2011-06-02,419.2739562988281,420.79989448274597,415.2885735724429,416.0964231992229,1697654
2011-06-03,413.6551513671875,421.8772790176057,412.9011666980822,418.6458785825772,1367808
2011-06-06,418.05316162109375,419.36368189273725,409.3104429432538,409.3104429432538,1357074
2011-06-07,423.4209899902344,424.80330187570894,415.7733283365211,417.5685499614629,1837442
2011-06-08,427.07208251953125,428.37346142484176,420.60128469856824,423.6378648962941,2127670
2011-06-09,428.861572265625,431.5547489756094,424.75859382323284,424.75859382323284,2693966
2011-06-10,429.891845703125,432.892285878583,428.40971810108505,428.9339147779134,3774550
2011-06-13,424.8669738769531,430.36170457479585,423.87285822169844,429.89174134111056,3229400
2011-06-14,430.56072998046875,431.95248366900535,425.8431796514573,425.8431796514573,2125782
2011-06-15,428.1023254394531,435.6033794845185,427.0178356979979,428.734944455302,2812382
2011-06-16,416.1368713378906,428.69887974018576,415.0885222427449,427.65053064504,2337520
2011-06-17,400.9720153808594,418.2515706978852,399.09225069184555,417.52857749011014,3788146
2011-06-20,386.5484313964844,404.51479938367794,382.4635011152201,403.0688126119758,5310408
2011-06-21,400.08636474609375,401.51425867451485,384.3431700588027,388.6088476187493,3425946
2011-06-22,391.6816711425781,403.7556696462264,390.41643270326205,403.4303137933708,3570834
2011-06-23,396.561767578125,398.0077539685649,386.8375002768166,391.0670369456547,2428236
2011-06-24,411.29266357421875,412.3771531287981,397.28467349423545,397.64617001242857,4151588
2011-06-27,415.9378662109375,417.41999304295257,405.59907508342866,405.59907508342866,3125218
2011-06-28,417.16717529296875,420.0591487785353,410.5337199360533,419.3361554071437,2133332
2011-06-29,422.896728515625,426.16828993135596,417.4200469792341,417.4200469792341,2958704
2011-06-30,428.08416748046875,430.9038580281593,421.8664448983741,422.8786528201075,5172916
2011-07-01,430.86767578125,433.0727955473372,426.45739212108606,433.0727955473372,1920840
2011-07-04,428.6265869140625,433.79600698180036,426.5660735321037,431.2655302744065,1603734
2011-07-05,426.3671569824219,430.54246045923566,424.1801289791416,430.1086821805035,2061136
2011-07-06,427.57806396484375,431.22916967066953,423.565417642769,425.93323729206617,1490178
2011-07-07,432.31378173828125,433.79590893487506,427.68660772510856,427.68660772510856,2602634
2011-07-08,423.5474853515625,435.6033877128703,422.6798847164096,432.349918427048,3412060
2011-07-11,418.12493896484375,425.77059882787336,414.4918814589813,422.9509084536526,1822504
2011-07-12,414.0401306152344,415.28732038803435,402.02036841467753,410.5516795269156,4079404
2011-07-13,415.37774658203125,422.2280905018985,408.8527143473007,415.7211507510131,3952600
2011-07-14,406.2137145996094,418.8299548531296,404.55083905362176,415.72109289706526,6937844
2011-07-15,414.293212890625,425.8068712421766,412.5037781712192,422.2280459313697,7279700
2011-07-18,406.701904296875,416.44422329301756,405.70778831245156,414.9982364065835,3125208
2011-07-19,412.1242980957031,415.0524123099678,404.96664634704564,405.4546580280878,2195292
2011-07-20,409.37689208984375,416.3718880558494,406.6837595113953,415.7211763894263,2807746
2011-07-21,405.7978820800781,409.39475432338,404.8941409005563,409.21400608747564,1850624
2011-07-22,409.7203063964844,412.5761387184774,407.22597071960416,407.31634488088235,2090442
2011-07-25,412.0699157714844,413.5520427634816,406.0148487117918,410.2985738955871,4740714
2011-07-26,413.787109375,416.4260081889066,407.49705944551613,412.03385961704737,3968722
2011-07-27,414.6907958984375,417.4020201524987,411.4373267935641,415.34146324261286,2024290
2011-07-28,409.39923095703125,414.9627455676603,406.04661910040625,413.18675854621836,4093814
2011-07-29,412.09918212890625,413.91140368620137,406.5356707967484,410.6494048830702,1719138
2011-08-01,411.4650573730469,416.77487735635344,407.78623739694467,414.05654401101293,1982346
2011-08-02,409.7978820800781,411.0120623042802,406.75333943648894,409.74350655642746,2025292
2011-08-03,402.4403381347656,408.0038536938174,397.0036693323586,405.9379372463923,3064246
2011-08-04,397.18475341796875,405.7565737624514,395.46314222960643,402.33149130624554,3049294
2011-08-05,383.4480895996094,389.2653407411288,372.59289597940443,388.9572718062297,5269388
2011-08-08,364.3836669921875,374.53211571506625,361.2122767662879,366.5039811591923,6549306
2011-08-09,349.6864318847656,357.08030816790506,343.48864008996907,349.75892520555243,8159270
2011-08-10,356.6634216308594,366.79374743955333,352.9483663825833,362.0819700514958,5949080
2011-08-11,354.5975646972656,356.42792710411595,349.0340505185322,355.1956069658998,2900464
2011-08-12,343.2892761230469,359.5086655656116,339.79167826602037,359.01935227579605,4169084
2011-08-16,352.87591552734375,354.59752670317204,346.5150197126017,350.4837909528293,2983568
2011-08-17,362.4081726074219,365.85139448531714,351.57107595351636,353.20207579041414,4557892
2011-08-18,348.7984619140625,365.8152359153173,347.22183715983533,364.5829378665699,3619896
2011-08-19,336.6927490234375,343.21674859583993,328.01220072356506,341.7850887097479,5443614
2011-08-22,332.7420959472656,337.0733111983242,326.9248674203101,336.7108667776808,3528922
2011-08-23,355.77545166015625,358.0951049131934,333.57572982216726,333.75695204125293,4874670
2011-08-24,348.8890686035156,354.47072278029157,346.1344992384238,354.47072278029157,3194790
2011-08-25,344.46722412109375,352.6584600799648,339.9729039619805,351.46239778464,4445488
2011-08-26,343.76043701171875,351.3898881263472,340.69777703843874,344.7209015143003,3584910
2011-08-29,369.54833984375,371.1431042184297,349.43267355066126,349.43267355066126,5590444
2011-08-30,377.8121337890625,380.6754540221375,371.1975220467747,373.3178134003549,5966682
2011-09-02,370.45452880859375,389.5372413141793,366.7938480669453,388.90296341485407,4413506
2011-09-05,372.48406982421875,374.4775139045626,361.88259388242136,368.1709949962208,3789658
2011-09-06,374.73138427734375,377.6671759324907,364.2567291863274,368.96850777281725,4763292
2011-09-07,373.6802673339844,380.5667126097804,371.50560040478564,374.80383639866136,4432156
2011-09-08,375.5105285644531,382.3606921515748,372.95527791333944,374.4050554756848,4892662
2011-09-09,368.2617492675781,381.1466474993246,366.3045621372318,376.94229992581825,5062650
2011-09-12,357.2615051269531,363.8398587380366,354.70627613349575,362.4444564295245,3297170
2011-09-13,360.1791687011719,371.1431132075472,358.36694646871314,361.64706428509277,3798204
2011-09-14,367.9173889160156,372.9553761205161,360.1792079881078,362.80693051179463,4745632
2011-09-15,377.5765686035156,379.04448656771063,366.06895540153664,372.59295658691053,3852238
2011-09-16,372.5024108886719,388.685569964786,370.16463896224957,379.84191351138713,4656504
2011-09-19,368.986572265625,374.2238990544871,366.9750099686859,370.23701005729646,2240234
2011-09-20,383.4480895996094,385.6408962277104,370.45446486774614,370.45446486774614,3487986
2011-09-21,378.21075439453125,387.0725028158291,375.81863005783464,387.0725028158291,2740760
2011-09-22,360.4148254394531,374.7676190213138,357.44277606733044,370.7807294572573,3141570
2011-09-23,358.92864990234375,367.8810301339131,356.0109771911686,358.0950322879863,4564232
2011-09-26,361.3390197753906,365.34402675543186,351.20869238691813,360.9946931035815,3388478
2011-09-27,377.1416931152344,378.7545536606076,364.61921625126433,367.44627930876106,3964578
2011-09-28,379.8055419921875,385.89458210958594,375.8548887009769,380.02299981000414,4425190
2011-09-29,384.71661376953125,387.09064242947824,375.38366990945724,378.12014299115464,5380350
2011-09-30,375.963623046875,385.6408715817549,374.4413299023032,380.5304139931812,2691018
2011-10-03,378.1383361816406,380.530460853454,367.9898688210657,369.69336226765046,3949264
2011-10-04,379.0987243652344,383.82864175573985,372.9915447214499,376.3622955335002,4718224
2011-10-05,378.2289733886719,385.2785011736202,377.3047222217673,382.19772294222247,3415262
2011-10-07,380.0412292480469,390.6427317399203,376.03619949807455,389.66410496367104,5085808
2011-10-10,385.8946533203125,389.2654049714619,379.84184768165,379.84184768165,3854814
2011-10-11,377.2503356933594,390.7151572430088,374.94882204813786,389.62782378129356,4476374
2011-10-12,391.0956726074219,394.846963539338,384.9159774934957,386.36575518650324,5871662
2011-10-13,396.0613098144531,400.4831159373588,391.4763770863649,397.4204769723613,5408918
2011-10-14,411.1026611328125,413.4585503083587,394.6658124260133,394.8470346702861,6710132
2011-10-17,406.0284729003906,418.26097543142225,402.78461214890706,417.35486413282734,4358690
2011-10-18,374.6045227050781,385.73155092093367,369.87460438319266,384.9160508132784,12006778
2011-10-19,380.1861572265625,382.1615063842947,375.202545133321,378.0296300546096,3827420
2011-10-20,378.7182312011719,379.47935573068645,373.4265508487026,375.4924666064863,2245412
2011-10-21,380.5122985839844,384.1911186156969,378.0295629397848,382.3426607616648,2461130
2011-10-24,391.34942626953125,395.89812217927084,384.00992556848195,384.191147808014,3271720
2011-10-25,399.30902099609375,402.3438551129366,389.42303876699174,395.80167860703517,4158746
2011-10-28,407.6137390136719,414.01052176457097,403.79747128327193,410.3396445353861,3259116
